region	lon	lat	topType	topTypeAlt	translitTitle	arTitle	topURI	translitTitleOther	arTitleOther	searchNames	arBW
Transoxiana	64.07172	39.55752	towns	canton	Baykand	بيكند	BAYKAND_640E395N_S_TRAN	Baykand	بيكند	Baykand	Baykand
Transoxiana	64.10801	39.89235	towns	canton	Maġkān	مغكان	MAGHKAN_641E398N_S_TRAN	Maġkān, Muġkān	مغكان، مغكان	Maghkan, Mughkan	Maghkan, Mughkan
Transoxiana	64.20076	39.81909	towns	canton	Ḫuǧādah	خجاده	KHUJADAH_642E398N_S_TRAN	Ḫuǧādah	خجاده	Khujadah	Khujadah
Transoxiana	64.25722	39.90472	waystations	etape	Amzah	أمزه	AMZAH_642E399N_S_TRAN	Amzah	أمزه	Amzah	Amzah
Transoxiana	64.26931	39.34189	waystations	etape	Miyān Kāl	ميان كال	MIYANKAL_642E393N_S_TRAN	Miyān Kāl	ميان كال	Miyan Kal	Miyan Kal
Transoxiana	64.30515	40.15432	towns	cite	Warḏānaŧ	ورذانة	WARDHANA_643E401N_S_TRAN	Warḏānaŧ, Awraḏānaŧ	ورذانة، أورذانة	Wardhana, Awradhana	Wardhana, Awradhana
Transoxiana	64.38760	39.98407	towns	canton	Zandanaŧ	زندنة	ZANDANA_643E399N_S_TRAN	Zandanaŧ	زندنة	Zandana	Zandana
Transoxiana	64.42927	39.56944	villages	localite	Qārāǧūn	قاراجون	QARAJUN_644E395N_S_TRAN	Qārāǧūn	قاراجون	Qarajun	Qarajun
Transoxiana	64.46489	39.85224	capitals	capitale	Buḫāraŧ	بخارة	BUKHARA_644E398N_S_TRAN	Buḫāraŧ	بخارة	Bukhara	Bukhara
Transoxiana	64.46489	39.85224	regions	circon	Buḫāraŧ	بخارة	BUKHARA_644E398N_R_TRAN	Buḫāraŧ	بخارة	Bukhara	Bukhara
Transoxiana	64.73843	39.58498	waystations	etape	Ǧikam	جكم	JIKAM_647E395N_S_TRAN	Ǧikam	جكم	Jikam	Jikam
Transoxiana	64.76666	39.21625	waystations	ribat	Ribāṭ al-Āstānaŧ	رباط ﭐلآستانة	RIBATASTANA_647E392N_S_TRAN	Ribāṭ al-Āstānaŧ	رباط ﭐلآستانة	Ribat al-Astana	Ribat al-Astana
Transoxiana	64.78279	40.01136	towns	canton	al-Ṭawāwīs	ﭐلطواويس	TAWAWIS_647E400N_S_TRAN	al-Ṭawāwīs	ﭐلطواويس	al-Tawawis	al-Tawawis
Transoxiana	64.97971	36.67509	waystations	ribat	Ribāṭ al-Āstānaŧ	رباط ﭐلآستانة	RIBATASTANA_649E366N_S_TRAN	Ribāṭ al-Āstānaŧ	رباط ﭐلآستانة	Ribat al-Astana	Ribat al-Astana
Transoxiana	65.02339	39.44667	waystations	ribat	Ribāṭ ʿAtīq	رباط عتيق	RIBATATIQ_650E394N_S_TRAN	Ribāṭ ʿAtīq	رباط عتيق	Ribat Atiq	Ribat Atiq
Transoxiana	65.15512	38.07235	waystations	etape	Qaryaŧ al-Buḫāriyyīn	قرية ﭐلبخاريين	QARYABUKHARIYYIN_651E380N_S_TRAN	Qaryaŧ al-Buḫāriyyīn	قرية ﭐلبخاريين	Qarya al-Bukhariyyin	Qarya al-Bukhariyyin
Transoxiana	65.22233	39.04225	waystations	etape	Māyamurġ	مايمرغ	MAYAMURGH_652E390N_S_TRAN	Māyamurġ	مايمرغ	Mayamurgh	Mayamurgh
Transoxiana	65.26937	37.88800	capitals	capitale	Aḫsīsak	أخسيسك	AKHSISAK_652E378N_S_TRAN	Aḫsīsak	أخسيسك	Akhsisak	Akhsisak
Transoxiana	65.27273	37.26306	waystations	ribat	Ribāṭ Afrīġūn	رباط أفريغون	RIBATAFRIGHUN_652E372N_S_TRAN	Ribāṭ Afrīġūn	رباط أفريغون	Ribat Afrighun	Ribat Afrighun
Transoxiana	65.29357	39.29210	waystations	etape	Biʾr al-Saʿīd	بئر ﭐلسعيد	BIRSAID_652E392N_S_TRAN	Biʾr al-Saʿīd	بئر ﭐلسعيد	Bir al-Said	Bir al-Said
Transoxiana	65.33793	38.54277	waystations	ribat	Ribāṭ Ḫuwārān	رباط خواران	RIBATKHUWARAN_653E385N_S_TRAN	Ribāṭ Ḫuwārān	رباط خواران	Ribat Khuwaran	Ribat Khuwaran
Transoxiana	65.40937	40.14581	towns	canton	Karmiīniyyaŧ	كرمينية	KARMIINIYYA_654E401N_S_TRAN	Karmiīniyyaŧ	كرمينية	Karmiiniyya	Karmiiniyya
Transoxiana	65.43455	40.24274	towns	canton	Madiyamǧakaṯ	مديمجكث	MADIYAMJAKATH_654E402N_S_TRAN	Madiyamǧakaṯ	مديمجكث	Madiyamjakath	Madiyamjakath
Transoxiana	65.44949	39.03468	towns	cite	Bazdaŧ	بزدة	BAZDA_654E390N_S_TRAN	Bazdaŧ	بزدة	Bazda	Bazda
Transoxiana	65.54090	38.93150	towns	cite	Kasbaŧ	كسبة	KASBA_655E389N_S_TRAN	Kasbaŧ	كسبة	Kasba	Kasba
Transoxiana	65.56778	37.69255	waystations	etape	Qaryaŧ al-Ḫuwārizmiyyīn	قرية ﭐلخوارزميين	QARYAKHUWARIZMIYYIN_655E376N_S_TRAN	Qaryaŧ al-Ḫuwārizmiyyīn	قرية ﭐلخوارزميين	Qarya al-Khuwarizmiyyin	Qarya al-Khuwarizmiyyin
Transoxiana	65.58856	40.12063	towns	canton	Ḫudīmankān	خديمنكان	KHUDIMANKAN_655E401N_S_TRAN	Ḫudīmankān	خديمنكان	Khudimankan	Khudimankan
Transoxiana	65.61472	40.19170	towns	canton	Ḫarġānkaṯ	خرغانكث	KHARGHANKATH_656E401N_S_TRAN	Ḫarġānkaṯ	خرغانكث	Kharghankath	Kharghankath
Transoxiana	65.81040	38.86245	capitals	capitale	Nasaf	نسف	NASAF_658E388N_S_TRAN	Nasaf	نسف	Nasaf	Nasaf
Transoxiana	65.81040	38.86245	regions	territoire	Nasaf	نسف	NASAF_658E388N_R_TRAN	Nasaf	نسف	Nasaf	Nasaf
Transoxiana	65.93205	39.41449	regions	region	al-Ṣuġd	ﭐلصغد	SUGHD_659E394N_R_TRAN	al-Ṣuġd	ﭐلصغد	al-Sughd	al-Sughd
Transoxiana	66.00329	37.51897	waystations	etape	Balḫān	بلخان	BALKHAN_660E375N_S_TRAN	Balḫān	بلخان	Balkhan	Balkhan
Transoxiana	66.01740	39.93282	towns	canton	Dabūsiyaŧ	دبوسية	DABUSIYA_660E399N_S_TRAN	Dabūsiyaŧ	دبوسية	Dabusiya	Dabusiya
Transoxiana	66.03353	39.54210	regions	region	Sanǧarfaġan	سنجرفغن	SANJARFAGHAN_660E395N_R_TRAN	Sanǧarfaġan	سنجرفغن	Sanjarfaghan	Sanjarfaghan
Transoxiana	66.26540	38.58192	towns	canton	Sūnaǧ	سونج	SUNAJ_662E385N_S_TRAN	Sūnaǧ	سونج	Sunaj	Sunaj
Transoxiana	66.29094	38.84309	towns	cite	Nawkād	نوكاد	NAWKAD_662E388N_S_TRAN	Nawkād, Nūqād Qurayš	نوكاد، نوقاد قريش	Nawkad, Nuqad Quraysh	Nawkad, Nuqad Quraysh
Transoxiana	66.30707	38.53462	towns	cite	Iskīfaġan	إسكيفغن	ISKIFAGHAN_663E385N_S_TRAN	Iskīfaġan	إسكيفغن	Iskifaghan	Iskifaghan
Transoxiana	66.31581	37.37958	towns	cite	Kālif	كالف	KALIF_663E373N_S_TRAN	Kālif	كالف	Kalif	Kalif
Transoxiana	66.37226	39.86785	towns	cite	Rabinǧan	ربنجن	RABINJAN_663E398N_S_TRAN	Rabinǧan, Arbinǧan	ربنجن، أربنجن	Rabinjan, Arbinjan	Rabinjan, Arbinjan
Transoxiana	66.49906	40.00888	towns	canton/cheflieu	Kušānī	كشاني	KUSHANI_664E400N_S_TRAN	Kušānī, Kušānīya	كشاني، كشانيي	Kushani, Kushaniya	Kushani, Kushaniya
Transoxiana	66.52550	39.82347	regions	region	Awfar	أوفر	AWFAR_665E398N_R_TRAN	Awfar	أوفر	Awfar	Awfar
Transoxiana	66.63169	39.77390	villages	localite	Zarmān	زرمان	ZARMAN_666E397N_S_TRAN	Zarmān	زرمان	Zarman	Zarman
Transoxiana	66.69218	39.53329	regions	region	Māymurġ	مايمرغ	MAYMURGH_666E395N_R_TRAN	Māymurġ, Māyamurġ	مايمرغ، مايمرغ	Maymurgh, Mayamurgh	Maymurgh, Mayamurgh
Transoxiana	66.78829	38.37384	villages	localite	Kandak	كندك	KANDAK_667E383N_S_TRAN	Kandak	كندك	Kandak	Kandak
Transoxiana	66.84071	39.03102	capitals	capitale	Kišš	كش	KISHSH_668E390N_S_TRAN	Kišš, Kašš	كش، كش	Kishsh, Kashsh	Kishsh, Kashsh
Transoxiana	66.84071	39.03102	regions	territoire	Kišš	كش	KISHSH_668E390N_R_TRAN	Kišš, Kašš	كش، كش	Kishsh, Kashsh	Kishsh, Kashsh
Transoxiana	66.87902	39.94544	towns	cite	Ištīḫān	إشتيخان	ISHTIKHAN_668E399N_S_TRAN	Ištīḫān	إشتيخان	Ishtikhan	Ishtikhan
Transoxiana	66.88170	37.44577	waystations	etape	Maḥallaŧ al-Qayyāsīn	محلة ﭐلقياسين	MAHALLAQAYYASIN_668E374N_S_TRAN	Maḥallaŧ al-Qayyāsīn	محلة ﭐلقياسين	Mahalla al-Qayyasin	Mahalla al-Qayyasin
Transoxiana	67.03158	38.22114	sites	defile	Bāb al-Ḥadīd	باب ﭐلحديد	BABHADID_670E382N_O_TRAN	Bāb al-Ḥadīd	باب ﭐلحديد	Bab al-Hadid	Bab al-Hadid
Transoxiana	67.03225	39.67905	metropoles	metropole	Samarqand	سمرقند	SAMARQAND_670E396N_S_TRAN	Samarqand	سمرقند	Samarqand	Samarqand
Transoxiana	67.06451	39.31836	villages	localite	Dirizdah	درزده	DIRIZDAH_670E393N_S_TRAN	Dirizdah	درزده	Dirizdah	Dirizdah
Transoxiana	67.07594	37.69255	towns	cite	Hāšimǧird	هاشمجرد	HASHIMJIRD_670E376N_S_TRAN	Hāšimǧird	هاشمجرد	Hashimjird	Hashimjird
Transoxiana	67.17070	39.70827	towns	canton/cheflieu	Kabūzanǧakaṯ	كبوزنجكث	KABUZANJAKATH_671E397N_S_TRAN	Kabūzanǧakaṯ, Kabūḏanǧakaṯ	كبوزنجكث، كبوذنجكث	Kabuzanjakath, Kabudhanjakath	Kabuzanjakath, Kabudhanjakath
Transoxiana	67.21506	39.33812	regions	region	al-Šāwḏār	ﭐلشاوذار	SHAWDHAR_672E393N_R_TRAN	al-Šāwḏār	ﭐلشاوذار	al-Shawdhar	al-Shawdhar
Transoxiana	67.24396	38.21375	towns	cite	Bāsand	باسند	BASAND_672E382N_S_TRAN	Bāsand	باسند	Basand	Basand
Transoxiana	67.26184	43.82577	towns	cite	Ṣabrān	صبران	SABRAN_672E438N_S_TRAN	Ṣabrān, Ṣawrān	صبران، صوران	Sabran, Sawran	Sabran, Sawran
Transoxiana	67.29033	39.42539	villages	village	Wazkard	وزكرد	WAZKARD_672E394N_S_TRAN	Wazkard, Wizkardaŧ	وزكرد، وزكردة	Wazkard, Wizkarda	Wazkard, Wizkarda
Transoxiana	67.32394	37.27697	towns	cite	al-Tirmīḏ	ﭐلترميذ	TIRMIDH_673E372N_S_TRAN	al-Tirmīḏ	ﭐلترميذ	al-Tirmidh	al-Tirmidh
Transoxiana	67.32394	39.74445	towns	canton	Būzmāǧan	بوزماجن	BUZMAJAN_673E397N_S_TRAN	Būzmāǧan	بوزماجن	Buzmajan	Buzmajan
Transoxiana	67.38308	39.79611	capitals	cheflieu	Abārkaṯ	أباركث	ABARKATH_673E397N_S_TRAN	Abārkaṯ, Barkāṯ	أباركث، بركاث	Abarkath, Barkath	Abarkath, Barkath
Transoxiana	67.41937	39.52707	towns	canton/cheflieu	Waraġšar	ورغشر	WARAGHSHAR_674E395N_S_TRAN	Waraġšar	ورغشر	Waraghshar	Waraghshar
Transoxiana	67.44155	37.60634	villages	localite	Ṣarmanǧī	صرمنجي	SARMANJI_674E376N_S_TRAN	Ṣarmanǧī, Ǧarmanqān	صرمنجي، جرمنقان	Sarmanji, Jarmanqan	Sarmanji, Jarmanqan
Transoxiana	67.57933	38.50044	towns	cite	Sankardah	سنكرده	SANKARDAH_675E385N_S_TRAN	Sankardah	سنكرده	Sankardah	Sankardah
Transoxiana	67.58739	39.97120	towns	cite	Ḫaraqānaŧ	خرقانة	KHARAQANA_675E399N_S_TRAN	Ḫaraqānaŧ	خرقانة	Kharaqana	Kharaqana
Transoxiana	67.63175	37.84131	towns	cite	Dārzankā	دارزنكا	DARZANKA_676E378N_S_TRAN	Dārzankā, Dārzanǧī	دارزنكا، دارزنجي	Darzanka, Darzanji	Darzanka, Darzanji
Transoxiana	67.65863	39.46899	towns	canton/cheflieu	Būnǧikaṯ	بونجكث	BUNJIKATH_676E394N_S_TRAN	Būnǧikaṯ	بونجكث	Bunjikath	Bunjikath
Transoxiana	67.71106	39.85470	waystations	ribat	Ribāṭ Saʿd	رباط سعد	RIBATSAD_677E398N_S_TRAN	Ribāṭ Saʿd	رباط سعد	Ribat Sad	Ribat Sad
Transoxiana	67.73525	39.94338	towns	cite	Nūǧakaṯ	نوجكث	NUJAKATH_677E399N_S_TRAN	Nūǧakaṯ	نوجكث	Nujakath	Nujakath
Transoxiana	67.79942	40.09748	towns	cite	Dīzak	ديزك	DIZAK_677E400N_S_TRAN	Dīzak	ديزك	Dizak	Dizak
Transoxiana	67.89454	38.26337	capitals	capitale	al-Ṣaġāniyān	ﭐلصغانيان	SAGHANIYAN_678E382N_S_TRAN	al-Ṣaġāniyān	ﭐلصغانيان	al-Saghaniyan	al-Saghaniyan
Transoxiana	67.89454	38.26337	regions	territoire	al-Ṣaġāniyān	ﭐلصغانيان	SAGHANIYAN_678E382N_R_TRAN	al-Ṣaġāniyān	ﭐلصغانيان	al-Saghaniyan	al-Saghaniyan
Transoxiana	67.99605	40.23516	waystations	etape	Biʾr al-Ḥusayn	بئر ﭐلحسين	BIRHUSAYN_679E402N_S_TRAN	Biʾr al-Ḥusayn	بئر ﭐلحسين	Bir al-Husayn	Bir al-Husayn
Transoxiana	68.07129	39.40150	waters	riviere	Nahr al-Ṣuġd	نهر ﭐلصغد	NAHRSUGHD_680E394N_W_TRAN	Nahr al-Ṣuġd, Nahr Buḫāraŧ	نهر ﭐلصغد، نهر بخارة	Nahr al-Sughd, Nahr Bukhara	Nahr al-Sughd, Nahr Bukhara
Transoxiana	68.10841	41.90165	waters	riviere	Nahr Šāš	نهر شاش	NAHRSHASH_681E419N_W_TRAN	Nahr Šāš, Ṣayḥūn	نهر شاش، صيحون	Nahr Shash, Sayhun	Nahr Shash, Sayhun
Transoxiana	68.12506	37.28980	capitals	capitale	Qubāḏiyān	قباذيان	QUBADHIYAN_681E372N_S_TRAN	Qubāḏiyān, Quwāḏiyān	قباذيان، قواذيان	Qubadhiyan, Quwadhiyan	Qubadhiyan, Quwadhiyan
Transoxiana	68.12506	37.28980	regions	circon	Qubāḏiyān	قباذيان	QUBADHIYAN_681E372N_R_TRAN	Qubāḏiyān, Quwāḏiyān	قباذيان، قواذيان	Qubadhiyan, Quwadhiyan	Qubadhiyan, Quwadhiyan
Transoxiana	68.12909	39.95059	towns	canton/cheflieu	Būrnamaḏ	بورنمذ	BURNAMADH_681E399N_S_TRAN	Būrnamaḏ, Fūrnamaḏ	بورنمذ، فورنمذ	Burnamadh, Furnamadh	Burnamadh, Furnamadh
Transoxiana	68.12972	42.63098	towns	cite	Wasīǧ	وسيج	WASIJ_681E426N_S_TRAN	Wasīǧ	وسيج	Wasij	Wasij
Transoxiana	68.19849	40.38860	waystations	etape	Biʾr Ḥumayd	بئر حميد	BIRHUMAYD_681E403N_S_TRAN	Biʾr Ḥumayd	بئر حميد	Bir Humayd	Bir Humayd
Transoxiana	68.29439	42.74490	regions	region	Fārāb	فاراب	FARAB_682E427N_R_TRAN	Fārāb, Bārāb	فاراب، باراب	Farab, Barab	Farab, Barab
Transoxiana	68.31570	43.25000	towns	cite	Šāwaġar	شاوغر	SHAWAGHAR_683E432N_S_TRAN	Šāwaġar	شاوغر	Shawaghar	Shawaghar
Transoxiana	68.31763	42.66945	towns	cite	Kadar	كدر	KADAR_683E426N_S_TRAN	Kadar	كدر	Kadar	Kadar
Transoxiana	68.40465	37.02412	waters	riviere	Nahr Ǧayḥūn	نهر جيحون	NAHRJAYHUN_684E370N_W_TRAN	Nahr Ǧayḥūn	نهر جيحون	Nahr Jayhun	Nahr Jayhun
Transoxiana	68.43288	39.95781	towns	cite	Zāmin	زامن	ZAMIN_684E399N_S_TRAN	Zāmin	زامن	Zamin	Zamin
Transoxiana	68.43871	40.57316	villages	bourgade	Wīnkard	وينكرد	WINKARD_684E405N_S_TRAN	Wīnkard	وينكرد	Winkard	Winkard
Transoxiana	68.49336	38.95345	towns	montagnes/canton	al-Buttam	ﭐلبتم	BUTTAM_684E389N_S_TRAN	al-Buttam	ﭐلبتم	al-Buttam	al-Buttam
Transoxiana	68.55990	37.44150	regions	region	Nahr Waḫšāb	نهر وخشاب	NAHRWAKHSHAB_685E374N_R_TRAN	Nahr Waḫšāb	نهر وخشاب	Nahr Wakhshab	Nahr Wakhshab
Transoxiana	68.72187	39.56749	regions	circon	Ušrūsanaŧ	أشروسنة	USHRUSANA_687E395N_R_TRAN	Ušrūsanaŧ	أشروسنة	Ushrusana	Ushrusana
Transoxiana	68.72725	37.70584	regions	region	Waḫš	وخش	WAKHSH_687E377N_R_TRAN	Waḫš	وخش	Wakhsh	Wakhsh
Transoxiana	68.76220	39.99901	towns	cite	Ṣābāṭ	صاباط	SABAT_687E399N_S_TRAN	Ṣābāṭ	صاباط	Sabat	Sabat
Transoxiana	68.78102	37.83441	towns	cite	Halāward	هلاورد	HALAWARD_687E378N_S_TRAN	Halāward	هلاورد	Halaward	Halaward
Transoxiana	68.80969	40.71867	towns	cite	Banākaṯ	بناكث	BANAKATH_688E407N_S_TRAN	Banākaṯ	بناكث	Banakath	Banakath
Transoxiana	68.82268	38.58166	towns	cite	Šūmān	شومان	SHUMAN_688E385N_S_TRAN	Šūmān	شومان	Shuman	Shuman
Transoxiana	68.82906	40.22314	villages	bourgade	Ḫāwaṣ	خاوص	KHAWAS_688E402N_S_TRAN	Ḫāwaṣ, Ḥāwas	خاوص، حاوس	Khawas, Hawas	Khawas, Hawas
Transoxiana	68.83442	39.74616	capitals	capitale	Būmǧikaṯ	بومجكث	BUMJIKATH_688E397N_S_TRAN	Būmǧikaṯ, Bunǧikaṯ, Bamǧikaṯ	بومجكث، بنجكث، بمجكث	Bumjikath, Bunjikath, Bamjikath	Bumjikath, Bunjikath, Bamjikath
Transoxiana	68.87652	40.88768	towns	cite	Sutūrkaṯ	ستوركث	SUTURKATH_688E408N_S_TRAN	Sutūrkaṯ, Uštūrkaṯ	ستوركث، أشتوركث	Suturkath, Ushturkath	Suturkath, Ushturkath
Transoxiana	68.89105	42.36818	towns	cite	Subānīkaṯ	سبانيكث	SUBANIKATH_688E423N_S_TRAN	Subānīkaṯ	سبانيكث	Subanikath	Subanikath
Transoxiana	68.90655	40.80598	towns	cite	Ḫaraškaṯ	خرشكث	KHARASHKATH_689E408N_S_TRAN	Ḫaraškaṯ	خرشكث	Kharashkath	Kharashkath
Transoxiana	68.92955	37.32188	towns	cite	Kārbank	كاربنك	KARBANK_689E373N_S_TRAN	Kārbank	كاربنك	Karbank	Karbank
Transoxiana	69.01759	39.83509	towns	cite	Faġkaṯ	فغكث	FAGHKATH_690E398N_S_TRAN	Faġkaṯ, Waġkaṯ	فغكث، وغكث	Faghkath, Waghkath	Faghkath, Waghkath
Transoxiana	69.04582	37.95639	towns	cite	Lāwakand	لاوكند	LAWAKAND_690E379N_S_TRAN	Lāwakand	لاوكند	Lawakand	Lawakand
Transoxiana	69.09689	37.59010	waters	riviere	Nahr Andīǧārāġ	نهر أنديجاراغ	NAHRANDIJARAGH_690E375N_W_TRAN	Nahr Andīǧārāġ	نهر أنديجاراغ	Nahr Andijaragh	Nahr Andijaragh
Transoxiana	69.11286	40.99560	towns	cite	Ǧīnānǧakaṯ	جينانجكث	JINANJAKATH_691E409N_S_TRAN	Ǧīnānǧakaṯ	جينانجكث	Jinanjakath	Jinanjakath
Transoxiana	69.17687	37.26841	towns	cite	Andāǧārāġ	أنداجاراغ	ANDAJARAGH_691E372N_S_TRAN	Andāǧārāġ	أنداجاراغ	Andajaragh	Andajaragh
Transoxiana	69.18357	41.27136	regions	region	al-Šāš	ﭐلشاش	SHASH_691E412N_R_TRAN	al-Šāš, Bilād al-Šāš	ﭐلشاش، بلاد ﭐلشاش	al-Shash, Bilad al-Shash	al-Shash, Bilad al-Shash
Transoxiana	69.21115	38.46704	capitals	capitale	Wašǧird	وشجرد	WASHJIRD_692E384N_S_TRAN	Wašǧird, Dastǧird, Dastkird	وشجرد، دستجرد، دستكرد	Washjird, Dastjird, Dastkird	Washjird, Dastjird, Dastkird
Transoxiana	69.38051	39.30172	regions	region	Mīnk	مينك	MINK_693E393N_R_TRAN	Mīnk	مينك	Mink	Mink
Transoxiana	69.39376	41.43060	towns	cite	Ḫātūnkaṯ	خاتونكث	KHATUNKATH_693E414N_S_TRAN	Ḫātūnkaṯ	خاتونكث	Khatunkath	Khatunkath
Transoxiana	69.41991	41.22621	capitals	capitale	Binkaṯ	بنكث	BINKATH_694E412N_S_TRAN	Binkaṯ	بنكث	Binkath	Binkath
Transoxiana	69.42766	40.89646	towns	cite	Biskaṯ	بسكث	BISKATH_694E408N_S_TRAN	Biskaṯ	بسكث	Biskath	Biskath
Transoxiana	69.44705	37.48738	towns	cite	Fārġar	فارغر	FARGHAR_694E374N_S_TRAN	Fārġar, Farġar	فارغر، فرغر	Farghar, Farghar	Farghar, Farghar
Transoxiana	69.45575	41.11173	towns	cite	Bālāyān	بالايان	BALAYAN_694E411N_S_TRAN	Bālāyān	بالايان	Balayan	Balayan
Transoxiana	69.45848	39.51566	regions	region	Masḥā	مسحا	MASHA_694E395N_R_TRAN	Masḥā	مسحا	Masha	Masha
Transoxiana	69.50903	41.40191	towns	cite	Nūǧākaṯ	نوجاكث	NUJAKATH_695E414N_S_TRAN	Nūǧākaṯ	نوجاكث	Nujakath	Nujakath
Transoxiana	69.52452	41.31976	towns	cite	Ǧabġūkaṯ	جبغوكث	JABGHUKATH_695E413N_S_TRAN	Ǧabġūkaṯ	جبغوكث	Jabghukath	Jabghukath
Transoxiana	69.53106	38.25651	towns	cite	Tamliyāt	تمليات	TAMLIYAT_695E382N_S_TRAN	Tamliyāt	تمليات	Tamliyat	Tamliyat
Transoxiana	69.53615	41.51080	towns	cite	Barkūš	بركوش	BARKUSH_695E415N_S_TRAN	Barkūš	بركوش	Barkush	Barkush
Transoxiana	69.56601	37.84635	waters	riviere	Nahr Barbān	نهر بربان	NAHRBARBAN_695E378N_W_TRAN	Nahr Barbān	نهر بربان	Nahr Barban	Nahr Barban
Transoxiana	69.57609	37.41482	waters	riviere	Nahr Fārġar	نهر فارغر	NAHRFARGHAR_695E374N_W_TRAN	Nahr Fārġar	نهر فارغر	Nahr Farghar	Nahr Farghar
Transoxiana	69.60096	39.93024	towns	cite	Arsubānīkaṯ	أرسبانيكث	ARSUBANIKATH_696E399N_S_TRAN	Arsubānīkaṯ, Subānīkaṯ	أرسبانيكث، سبانيكث	Arsubanikath, Subanikath	Arsubanikath, Subanikath
Transoxiana	69.62235	42.26934	towns	cite	Ǧamūkat	جموكت	JAMUKAT_696E422N_S_TRAN	Ǧamūkat	جموكت	Jamukat	Jamukat
Transoxiana	69.63107	40.24606	towns	cite	Ḫuǧandaŧ	خجندة	KHUJANDA_696E402N_S_TRAN	Ḫuǧandaŧ	خجندة	Khujanda	Khujanda
Transoxiana	69.69102	38.32824	towns	cite	Munk	منك	MUNK_696E383N_S_TRAN	Munk	منك	Munk	Munk
Transoxiana	69.69791	41.59198	towns	cite	Ḫarġānkaṯ	خرغانكث	KHARGHANKATH_696E415N_S_TRAN	Ḫarġānkaṯ	خرغانكث	Kharghankath	Kharghankath
Transoxiana	69.75285	37.94076	regions	region	al-Ḫuttal	ﭐلختل	KHUTTAL_697E379N_R_TRAN	al-Ḫuttal	ﭐلختل	al-Khuttal	al-Khuttal
Transoxiana	69.75409	42.23062	capitals	capitale	Isbīǧāb	إسبيجاب	ISBIJAB_697E422N_S_TRAN	Isbīǧāb	إسبيجاب	Isbijab	Isbijab
Transoxiana	69.75409	42.23062	regions	circon	Isbīǧāb	إسبيجاب	ISBIJAB_697E422N_R_TRAN	Isbīǧāb	إسبيجاب	Isbijab	Isbijab
Transoxiana	69.82576	42.02949	towns	cite	Ǧarkard	جركرد	JARKARD_698E420N_S_TRAN	Ǧarkard, Ġarkard	جركرد، غركرد	Jarkard, Gharkard	Jarkard, Gharkard
Transoxiana	69.83739	40.87010	towns	cite	Arbilaḫ	أربلخ	ARBILAKH_698E408N_S_TRAN	Arbilaḫ	أربلخ	Arbilakh	Arbilakh
Transoxiana	69.85097	37.87023	capitals	capitale	Hulbuk	هلبك	HULBUK_698E378N_S_TRAN	Hulbuk	هلبك	Hulbuk	Hulbuk
Transoxiana	69.90205	37.59170	sites	gue	Maʿbar Baḏaḫšān	معبر بذخشان	MABARBADHAKHSHAN_699E375N_O_TRAN	Maʿbar Baḏaḫšān	معبر بذخشان	Mabar Badhakhshan	Mabar Badhakhshan
Transoxiana	69.91617	37.11046	towns	canton/cheflieu	Rustāq Bīk	رستاق بيك	RUSTAQBIK_699E371N_S_TRAN	Rustāq Bīk	رستاق بيك	Rustaq Bik	Rustaq Bik
Transoxiana	69.98462	40.91696	waters	riviere	Nahr Īlāq	نهر إيلاق	NAHRILAQ_699E409N_W_TRAN	Nahr Īlāq	نهر إيلاق	Nahr Ilaq	Nahr Ilaq
Transoxiana	70.00883	40.99377	towns	cite	Banḫāš	بنخاش	BANKHASH_700E409N_S_TRAN	Banḫāš, Banǧḫāš	بنخاش، بنجخاش	Bankhash, Banjkhash	Bankhash, Banjkhash
Transoxiana	70.01367	40.91403	waters	riviere	Nahr Īlāq	نهر إيلاق	NAHRILAQ_700E409N_W_TRAN	Nahr Īlāq	نهر إيلاق	Nahr Ilaq	Nahr Ilaq
Transoxiana	70.17895	38.30610	waters	riviere	Nahr Hulbuk	نهر هلبك	NAHRHULBUK_701E383N_W_TRAN	Nahr Hulbuk	نهر هلبك	Nahr Hulbuk	Nahr Hulbuk
Transoxiana	70.19287	42.45971	towns	cite	Baḏaḫkaṯ	بذخكث	BADHAKHKATH_701E424N_S_TRAN	Baḏaḫkaṯ	بذخكث	Badhakhkath	Badhakhkath
Transoxiana	70.20740	40.78508	regions	region	Īlāq	إيلاق	ILAQ_702E407N_R_TRAN	Īlāq	إيلاق	Ilaq	Ilaq
Transoxiana	70.22483	41.01789	capitals	capitale	Tūnkaṯ	تونكث	TUNKATH_702E410N_S_TRAN	Tūnkaṯ	تونكث	Tunkath	Tunkath
Transoxiana	70.22677	40.46049	villages	localite	Ṣāmġār	صامغار	SAMGHAR_702E404N_S_TRAN	Ṣāmġār	صامغار	Samghar	Samghar
Transoxiana	70.38730	39.19555	regions	district	al-Rašt	ﭐلرشت	RASHT_703E391N_R_TRAN	al-Rašt	ﭐلرشت	al-Rasht	al-Rasht
Transoxiana	70.43986	40.55623	waystations	etape	Ǧāǧīstān	جاجيستان	JAJISTAN_704E405N_S_TRAN	Ǧāǧīstān	جاجيستان	Jajistan	Jajistan
Transoxiana	70.50767	42.56503	towns	cite	Tamtāǧ	تمتاج	TAMTAJ_705E425N_S_TRAN	Tamtāǧ	تمتاج	Tamtaj	Tamtaj
